0,0,0,100.0
0,1,10,93.9203354297694
0,2,20,89.51781970649894
0,3,30,84.48637316561845
0,4,40,78.61635220125787
0,5,50,73.79454926624737
0,6,60,67.50524109014675
0,7,70,62.893081761006286
0,8,80,58.490566037735846
0,9,90,52.83018867924528
0,10,100,48.84696016771489
0,11,110,42.9769392033543
0,12,120,38.15513626834382
0,13,130,32.70440251572327
0,14,140,26.834381551362686
1,0,10,93.51464435146444
1,1,0,100.0
1,2,10,94.76987447698745
1,3,20,90.5857740585774
1,4,30,83.89121338912135
1,5,40,79.9163179916318
1,6,50,73.01255230125523
1,7,60,69.0376569037657
1,8,70,64.01673640167364
1,9,80,58.78661087866108
1,10,90,54.39330543933054
1,11,100,48.74476987447699
1,12,110,43.72384937238494
1,13,120,38.28451882845189
1,14,130,32.42677824267782
2,0,20,89.6842105263158
2,1,10,95.36842105263158
2,2,0,100.0
2,3,10,95.15789473684211
2,4,20,89.26315789473685
2,5,30,84.42105263157896
2,6,40,78.10526315789474
2,7,50,73.47368421052632
2,8,60,69.05263157894737
2,9,70,63.368421052631575
2,10,80,59.36842105263158
2,11,90,53.473684210526315
2,12,100,48.421052631578945
2,13,110,42.94736842105264
2,14,120,37.05263157894737
3,0,30,83.4368530020704
3,1,20,89.85507246376811
3,2,10,93.58178053830227
3,3,0,100.0
3,4,10,93.16770186335404
3,5,20,89.23395445134575
3,6,30,82.40165631469979
3,7,40,78.4679089026915
3,8,50,73.49896480331263
3,9,60,68.32298136645963
3,10,70,63.975155279503106
3,11,80,58.38509316770186
3,12,90,53.41614906832298
3,13,100,48.033126293995856
3,14,110,42.2360248447205
4,0,40,77.80082987551867
4,1,30,83.40248962655602
4,2,20,87.96680497925311
4,3,10,93.56846473029046
4,4,0,100.0
4,5,10,94.39834024896265
4,6,20,88.38174273858921
4,7,30,83.60995850622407
4,8,40,79.46058091286307
4,9,50,73.65145228215768
4,10,60,69.91701244813278
4,11,70,63.90041493775933
4,12,80,59.128630705394194
4,13,90,53.52697095435685
4,14,100,47.9253112033195
5,0,50,72.10743801652893
5,1,40,78.51239669421489
5,2,30,82.23140495867769
5,3,20,88.63636363636364
5,4,10,93.80165289256198
5,5,0,100.0
5,6,10,93.80165289256198
5,7,20,89.87603305785123
5,8,30,84.91735537190083
5,9,40,79.75206611570248
5,10,50,75.41322314049587
5,11,60,69.83471074380165
5,12,70,64.87603305785123
5,13,80,59.50413223140496
5,14,90,53.71900826446281
6,0,60,66.59751037344398
6,1,50,72.40663900414937
6,2,40,76.76348547717843
6,3,30,82.57261410788381
6,4,20,88.58921161825725
6,5,10,94.81327800829875
6,6,0,100.0
6,7,10,95.4356846473029
6,8,20,91.28630705394191
6,9,30,85.47717842323651
6,10,40,81.74273858921161
6,11,50,75.72614107883817
6,12,60,70.95435684647303
6,13,70,65.35269709543569
6,14,80,59.75103734439834
7,0,70,60.60606060606061
7,1,60,66.86868686868686
7,2,50,70.5050505050505
7,3,40,76.76767676767676
7,4,30,81.81818181818183
7,5,20,88.48484848484848
7,6,10,92.72727272727272
7,7,0,100.0
7,8,10,94.54545454545455
7,9,20,89.6969696969697
7,10,30,85.25252525252526
7,11,40,80.2020202020202
7,12,50,74.94949494949495
7,13,60,69.8989898989899
7,14,70,64.04040404040404
8,0,80,55.57768924302788
8,1,70,61.15537848605578
8,2,60,65.33864541832669
8,3,50,70.91633466135458
8,4,40,76.69322709163346
8,5,30,82.66932270916335
8,6,20,87.64940239043824
8,7,10,93.62549800796812
8,8,0,100.0
8,9,10,94.22310756972112
8,10,20,90.63745019920319
8,11,30,84.86055776892431
8,12,40,80.2788844621514
8,13,50,74.9003984063745
8,14,60,69.52191235059762
9,0,90,50.29940119760479
9,1,80,56.287425149700596
9,2,70,60.079840319361274
9,3,60,66.06786427145708
9,4,50,71.25748502994011
9,5,40,77.64471057884231
9,6,30,82.03592814371258
9,7,20,89.22155688622755
9,8,10,94.81037924151696
9,9,0,100.0
9,10,10,95.00998003992017
9,11,20,89.62075848303394
9,12,30,84.63073852295409
9,13,40,79.64071856287424
9,14,50,73.85229540918164
10,0,100,46.047430830039524
10,1,90,51.581027667984195
10,2,80,55.73122529644269
10,3,70,61.26482213438735
10,4,60,66.99604743083005
10,5,50,72.92490118577075
10,6,40,77.86561264822134
10,7,30,83.79446640316206
10,8,20,90.11857707509881
10,9,10,93.87351778656127
10,10,0,100.0
10,11,10,93.87351778656127
10,12,20,89.32806324110672
10,13,30,83.99209486166008
10,14,40,78.65612648221344
11,0,110,39.96101364522417
11,1,100,45.614035087719294
11,2,90,49.512670565302145
11,3,80,55.165692007797276
11,4,70,60.42884990253411
11,5,60,66.47173489278752
11,6,50,70.9551656920078
11,7,40,77.97270955165692
11,8,30,83.4307992202729
11,9,20,87.5243664717349
11,10,10,92.78752436647173
11,11,0,100.0
11,12,10,94.9317738791423
11,13,20,90.05847953216374
11,14,30,84.40545808966861
12,0,120,35.08771929824561
12,1,110,40.5458089668616
12,2,100,44.44444444444444
12,3,90,50.097465886939574
12,4,80,55.55555555555556
12,5,70,61.59844054580896
12,6,60,66.27680311890838
12,7,50,72.31968810916179
12,8,40,78.3625730994152
12,9,30,82.06627680311891
