0,0,0,100.0
0,1,15,94.26934097421203
0,2,30,95.36771728748806
0,3,45,90.11461318051576
0,4,60,91.97707736389685
0,5,75,85.81661891117479
0,6,90,85.76886341929321
0,7,105,80.18147086914995
0,8,120,78.36676217765043
0,9,135,71.10792741165234
0,10,150,69.86628462273161
0,11,165,63.658070678127984
0,12,180,61.98662846227316
0,13,195,56.06494746895893
0,14,210,54.87106017191977
1,0,15,91.09874826147427
1,1,0,100.0
1,2,15,93.04589707927677
1,3,30,94.80760315252665
1,4,45,89.10523875753361
1,5,60,91.28419100602689
1,6,75,83.86648122392212
1,7,90,84.60825220213259
1,8,105,76.49513212795549
1,9,120,76.44877144181734
1,10,135,68.93834028743625
1,11,150,68.0574872508113
1,12,165,61.19610570236439
1,13,180,60.96430227167362
1,14,195,54.98377375985165
2,0,30,90.89253187613843
2,1,15,91.80327868852459
2,2,0,100.0
2,3,15,93.5792349726776
2,4,30,95.17304189435337
2,5,45,89.29872495446266
2,6,60,90.1639344262295
2,7,75,83.7431693989071
2,8,90,82.05828779599271
2,9,105,75.31876138433515
2,10,120,75.09107468123861
2,11,135,68.12386156648452
2,12,150,66.66666666666666
2,13,165,60.79234972677595
2,14,180,60.4735883424408
3,0,45,83.88392857142857
3,1,30,91.33928571428571
3,2,15,91.42857142857143
3,3,0,100.0
3,4,15,93.125
3,5,30,94.6875
3,6,45,87.99107142857143
3,7,60,89.77678571428571
3,8,75,80.84821428571428
3,9,90,80.53571428571429
3,10,105,73.57142857142858
3,11,120,73.83928571428572
3,12,135,66.20535714285715
3,13,150,65.84821428571429
3,14,165,60.22321428571429
4,0,60,84.6018477782666
4,1,45,84.73383194016718
4,2,30,91.86097668279807
4,3,15,92.08095028596568
4,4,0,100.0
4,5,15,93.04883413990322
4,6,30,93.84073911130665
4,7,45,87.81346238451387
4,8,60,87.28552573691158
4,9,75,79.54245490541135
4,10,90,79.32248130224373
4,11,105,72.8552573691157
4,12,120,72.37131544214694
4,13,135,65.68411790585131
4,14,150,65.5081390233172
5,0,75,77.71998266146511
5,1,60,85.43563068920676
5,2,45,84.7420892934547
5,3,30,92.11096662332034
5,4,15,91.54746423927178
5,5,0,100.0
5,6,15,92.28435197225835
5,7,30,93.49804941482445
5,8,45,85.04551365409623
5,9,60,85.86909406155179
5,10,75,78.19679237104464
5,11,90,78.06675335934113
5,12,105,70.78456870394452
5,13,120,71.65149544863459
5,14,135,65.32293021239705
6,0,90,78.16041848299913
6,1,75,79.20662598081954
6,2,60,86.44289450741064
6,3,45,86.39930252833479
6,4,30,93.02528334786399
6,5,15,93.11246730601569
6,6,0,100.0
6,7,15,93.15605928509154
6,8,30,91.76111595466435
6,9,45,84.69921534437663
6,10,60,85.00435919790759
6,11,75,77.94245858761988
6,12,90,76.98343504795118
6,13,105,71.14210985178727
6,14,120,71.40366172624238
7,0,105,71.64882226980728
7,1,90,78.20128479657387
7,2,75,78.62955032119915
7,3,60,86.38115631691649
7,4,45,85.2676659528908
7,5,30,92.59100642398288
7,6,15,91.60599571734475
7,7,0,100.0
7,8,15,90.36402569593149
7,9,30,90.406852248394
7,10,45,83.34047109207708
7,11,60,84.06852248394004
7,12,75,76.017130620985
7,13,90,76.40256959314775
7,14,105,70.62098501070663
8,0,120,71.37271937445699
8,1,105,72.02432667245873
8,2,90,78.54039965247611
8,3,75,79.27888792354474
8,4,60,86.35968722849697
8,5,45,85.70807993049522
8,6,30,91.74630755864466
8,7,15,92.00695047784535
8,8,0,100.0
8,9,15,91.39878366637706
8,10,30,91.52910512597741
8,11,45,84.75238922675933
8,12,60,84.622067767159
8,13,75,77.71503040834057
8,14,90,77.88879235447436
9,0,135,64.61873638344227
9,1,120,71.93899782135075
9,2,105,71.80827886710239
9,3,90,78.77995642701525
9,4,75,78.56209150326798
9,5,60,86.5359477124183
9,6,45,84.74945533769062
9,7,30,92.24400871459694
9,8,15,91.45969498910675
9,9,0,100.0
